date,step_of_day,interval_start,interval_end,duration_h,load_kw,pv_actual_kw,net_load_kw,fixed_price_yuan_per_kwh,variable_price_yuan_per_kwh
2025-01-01 00:00:00,52,2025-01-01 08:30:00,2025-01-01 08:40:00,0.16666667,7361.70040000,2826.31460000,4535.38580000,1.06100000,1.36100000
2025-01-01 00:00:00,53,2025-01-01 08:40:00,2025-01-01 08:50:00,0.16666667,7275.51300000,3122.13150000,4153.38150000,1.04300000,1.30280000
2025-01-01 00:00:00,54,2025-01-01 08:50:00,2025-01-01 09:00:00,0.16666667,7077.29000000,3350.96250000,3726.32750000,1.03600000,1.25620000
2025-01-01 00:00:00,55,2025-01-01 09:00:00,2025-01-01 09:10:00,0.16666667,7221.87620000,3601.79770000,3620.07850000,1.01470000,1.27490000
2025-01-01 00:00:00,56,2025-01-01 09:10:00,2025-01-01 09:20:00,0.16666667,7229.55130000,3875.63520000,3353.91610000,0.99220000,1.27350000
2025-01-01 00:00:00,57,2025-01-01 09:20:00,2025-01-01 09:30:00,0.16666667,7099.33000000,4149.82500000,2949.50500000,0.97000000,1.21350000
2025-01-01 00:00:00,58,2025-01-01 09:30:00,2025-01-01 09:40:00,0.16666667,7297.15210000,4403.48020000,2893.67190000,0.94220000,1.15860000
2025-01-01 00:00:00,59,2025-01-01 09:40:00,2025-01-01 09:50:00,0.16666667,7313.17560000,4624.75050000,2688.42510000,0.95690000,1.24640000
2025-01-01 00:00:00,60,2025-01-01 09:50:00,2025-01-01 10:00:00,0.16666667,7099.46000000,4836.63750000,2262.82250000,0.99770000,1.39470000
2025-01-01 00:00:00,61,2025-01-01 10:00:00,2025-01-01 10:10:00,0.16666667,7125.52140000,5080.70240000,2044.81900000,0.99190000,1.37610000
2025-01-01 00:00:00,62,2025-01-01 10:10:00,2025-01-01 10:20:00,0.16666667,7096.31040000,5338.75280000,1757.55760000,0.95880000,1.32940000
2025-01-01 00:00:00,63,2025-01-01 10:20:00,2025-01-01 10:30:00,0.16666667,6986.17000000,5494.72500000,1491.44500000,0.95490000,1.36460000
2025-01-01 00:00:00,64,2025-01-01 10:30:00,2025-01-01 10:40:00,0.16666667,7098.97020000,5437.97780000,1660.99240000,0.98390000,1.40990000
2025-01-01 00:00:00,65,2025-01-01 10:40:00,2025-01-01 10:50:00,0.16666667,7193.99300000,5396.21260000,1797.78040000,0.79900000,1.17730000
2025-01-01 00:00:00,66,2025-01-01 10:50:00,2025-01-01 11:00:00,0.16666667,7135.18000000,5372.10000000,1763.08000000,0.50250000,0.80600000
2025-01-01 00:00:00,67,2025-01-01 11:00:00,2025-01-01 11:10:00,0.16666667,7042.94700000,5182.97220000,1859.97480000,0.46620000,0.74830000
2025-01-01 00:00:00,68,2025-01-01 11:10:00,2025-01-01 11:20:00,0.16666667,7069.16750000,5131.50110000,1937.66640000,0.50070000,0.79810000
2025-01-01 00:00:00,69,2025-01-01 11:20:00,2025-01-01 11:30:00,0.16666667,7129.17000000,5294.77500000,1834.39500000,0.48270000,0.79290000
2025-01-01 00:00:00,70,2025-01-01 11:30:00,2025-01-01 11:40:00,0.16666667,6971.03930000,5434.74440000,1536.29490000,0.47850000,0.77130000
2025-01-01 00:00:00,71,2025-01-01 11:40:00,2025-01-01 11:50:00,0.16666667,6648.49370000,5455.50110000,1192.99260000,0.46620000,0.72600000
2025-01-01 00:00:00,72,2025-01-01 11:50:00,2025-01-01 12:00:00,0.16666667,6471.29000000,5331.71250000,1139.57750000,0.44320000,0.71330000
2025-01-01 00:00:00,73,2025-01-01 12:00:00,2025-01-01 12:10:00,0.16666667,6681.18550000,5126.65330000,1554.53220000,0.44110000,0.80260000
2025-01-01 00:00:00,74,2025-01-01 12:10:00,2025-01-01 12:20:00,0.16666667,6585.27140000,5118.48950000,1466.78190000,0.45510000,0.81830000
2025-01-01 00:00:00,75,2025-01-01 12:20:00,2025-01-01 12:30:00,0.16666667,6283.97000000,5302.57500000,981.39500000,0.44630000,0.73050000
2025-01-01 00:00:00,76,2025-01-01 12:30:00,2025-01-01 12:40:00,0.16666667,6547.93220000,5399.79960000,1148.13260000,0.41130000,0.71200000
2025-01-01 00:00:00,77,2025-01-01 12:40:00,2025-01-01 12:50:00,0.16666667,6747.67890000,5377.64880000,1370.03010000,0.56820000,0.90300000
2025-01-01 00:00:00,78,2025-01-01 12:50:00,2025-01-01 13:00:00,0.16666667,6682.36000000,5261.81250000,1420.54750000,0.82790000,1.15250000
2025-01-01 00:00:00,79,2025-01-01 13:00:00,2025-01-01 13:10:00,0.16666667,6790.96280000,5097.61640000,1693.34640000,0.86360000,1.16070000
2025-01-01 00:00:00,80,2025-01-01 13:10:00,2025-01-01 13:20:00,0.16666667,6916.01650000,5029.45340000,1886.56310000,0.84160000,1.14370000
2025-01-01 00:00:00,81,2025-01-01 13:20:00,2025-01-01 13:30:00,0.16666667,6834.78000000,5043.86250000,1790.91750000,0.86180000,1.15370000
2025-01-01 00:00:00,82,2025-01-01 13:30:00,2025-01-01 13:40:00,0.16666667,6546.52520000,4973.58440000,1572.94080000,0.86230000,1.05710000
2025-01-01 00:00:00,83,2025-01-01 13:40:00,2025-01-01 13:50:00,0.16666667,6539.87300000,4769.75240000,1770.12060000,0.90260000,1.14230000
2025-01-01 00:00:00,84,2025-01-01 13:50:00,2025-01-01 14:00:00,0.16666667,6773.97000000,4478.62500000,2295.34500000,0.97540000,1.36270000
2025-01-01 00:00:00,85,2025-01-01 14:00:00,2025-01-01 14:10:00,0.16666667,6736.81170000,4209.39090000,2527.42080000,1.00020000,1.36300000
2025-01-01 00:00:00,86,2025-01-01 14:10:00,2025-01-01 14:20:00,0.16666667,6623.38130000,4060.43160000,2562.94970000,0.99780000,1.32150000
2025-01-01 00:00:00,87,2025-01-01 14:20:00,2025-01-01 14:30:00,0.16666667,6548.98000000,3934.42500000,2614.55500000,1.02710000,1.38840000
2025-01-01 00:00:00,88,2025-01-01 14:30:00,2025-01-01 14:40:00,0.16666667,6398.56270000,3648.12290000,2750.43980000,1.09060000,1.47360000
2025-01-01 00:00:00,89,2025-01-01 14:40:00,2025-01-01 14:50:00,0.16666667,6196.58540000,3431.01640000,2765.56900000,0.93760000,1.22030000
2025-01-01 00:00:00,90,2025-01-01 14:50:00,2025-01-01 15:00:00,0.16666667,6154.69000000,3327.33750000,2827.35250000,0.66940000,0.82950000
2025-01-01 00:00:00,91,2025-01-01 15:00:00,2025-01-01 15:10:00,0.16666667,6459.58180000,3139.11750000,3320.46430000,0.66000000,0.87820000
2025-01-01 00:00:00,92,2025-01-01 15:10:00,2025-01-01 15:20:00,0.16666667,6622.88570000,2860.42530000,3762.46040000,0.72170000,0.97400000
2025-01-01 00:00:00,93,2025-01-01 15:20:00,2025-01-01 15:30:00,0.16666667,6493.61000000,2505.00000000,3988.61000000,0.73080000,0.92570000
2025-01-01 00:00:00,94,2025-01-01 15:30:00,2025-01-01 15:40:00,0.16666667,6375.05160000,2089.69500000,4285.35660000,0.75340000,0.93680000
2025-01-01 00:00:00,95,2025-01-01 15:40:00,2025-01-01 15:50:00,0.16666667,6354.11300000,1762.15620000,4591.95680000,0.78230000,0.98850000
2025-01-01 00:00:00,96,2025-01-01 15:50:00,2025-01-01 16:00:00,0.16666667,6404.25000000,1525.80000000,4878.45000000,0.80550000,1.02360000
2025-01-01 00:00:00,97,2025-01-01 16:00:00,2025-01-01 16:10:00,0.16666667,6444.97200000,1249.20250000,5195.76950000,0.82710000,1.02560000
2025-01-01 00:00:00,98,2025-01-01 16:10:00,2025-01-01 16:20:00,0.16666667,6399.45860000,968.22190000,5431.23670000,0.85190000,1.05180000
2025-01-01 00:00:00,99,2025-01-01 16:20:00,2025-01-01 16:30:00,0.16666667,6292.15000000,706.61250000,5585.53750000,0.87910000,1.09180000
2025-01-01 00:00:00,100,2025-01-01 16:30:00,2025-01-01 16:40:00,0.16666667,6236.91530000,440.43830000,5796.47700000,0.90240000,1.08660000
2025-01-01 00:00:00,101,2025-01-01 16:40:00,2025-01-01 16:50:00,0.16666667,6299.94370000,180.88500000,6119.05870000,0.91630000,1.11960000
2025-01-01 00:00:00,102,2025-01-01 16:50:00,2025-01-01 17:00:00,0.16666667,6389.06000000,2.96250000,6386.09750000,0.92640000,1.18210000
2025-01-01 00:00:00,103,2025-01-01 17:00:00,2025-01-01 17:10:00,0.16666667,6325.18330000,0.00000000,6325.18330000,0.94620000,1.17190000
2025-01-01 00:00:00,104,2025-01-01 17:10:00,2025-01-01 17:20:00,0.16666667,6169.47340000,5.95780000,6163.51560000,0.97420000,1.12710000
2025-01-01 00:00:00,105,2025-01-01 17:20:00,2025-01-01 17:30:00,0.16666667,6191.99000000,0.00000000,6191.99000000,0.98620000,1.10010000
2025-01-01 00:00:00,106,2025-01-01 17:30:00,2025-01-01 17:40:00,0.16666667,6464.50670000,0.00000000,6464.50670000,0.97600000,1.12060000
2025-01-01 00:00:00,107,2025-01-01 17:40:00,2025-01-01 17:50:00,0.16666667,5764.03090000,0.42770000,5763.60320000,1.07420000,1.21250000
2025-01-01 00:00:00,108,2025-01-01 17:50:00,2025-01-01 18:00:00,0.16666667,4529.45000000,0.00000000,4529.45000000,1.23130000,1.32460000
2025-01-01 00:00:00,109,2025-01-01 18:00:00,2025-01-01 18:10:00,0.16666667,4490.53280000,0.00000000,4490.53280000,1.25610000,1.35430000
2025-01-01 00:00:00,110,2025-01-01 18:10:00,2025-01-01 18:20:00,0.16666667,4644.02060000,0.03070000,4643.98990000,1.24470000,1.29510000
2025-01-01 00:00:00,111,2025-01-01 18:20:00,2025-01-01 18:30:00,0.16666667,4469.21000000,0.00000000,4469.21000000,1.25450000,1.22140000
2025-01-01 00:00:00,112,2025-01-01 18:30:00,2025-01-01 18:40:00,0.16666667,4470.46500000,0.00000000,4470.46500000,1.25220000,1.23630000
2025-01-01 00:00:00,113,2025-01-01 18:40:00,2025-01-01 18:50:00,0.16666667,4510.87560000,0.00220000,4510.87340000,1.28810000,1.33390000
2025-01-01 00:00:00,114,2025-01-01 18:50:00,2025-01-01 19:00:00,0.16666667,4486.17000000,0.00000000,4486.17000000,1.34660000,1.46130000
2025-01-01 00:00:00,115,2025-01-01 19:00:00,2025-01-01 19:10:00,0.16666667,4471.72930000,0.00000000,4471.72930000,1.35230000,1.55210000
2025-01-01 00:00:00,116,2025-01-01 19:10:00,2025-01-01 19:20:00,0.16666667,4439.82350000,0.00000000,4439.82350000,1.34450000,1.56220000
2025-01-01 00:00:00,117,2025-01-01 19:20:00,2025-01-01 19:30:00,0.16666667,4387.19000000,0.00000000,4387.19000000,1.34830000,1.52180000
2025-01-01 00:00:00,118,2025-01-01 19:30:00,2025-01-01 19:40:00,0.16666667,4347.97650000,0.00000000,4347.97650000,1.34900000,1.50470000
2025-01-01 00:00:00,119,2025-01-01 19:40:00,2025-01-01 19:50:00,0.16666667,4300.63450000,0.00000000,4300.63450000,1.34730000,1.48430000
2025-01-01 00:00:00,120,2025-01-01 19:50:00,2025-01-01 20:00:00,0.16666667,4315.99000000,0.00000000,4315.99000000,1.34820000,1.46950000
2025-01-01 00:00:00,121,2025-01-01 20:00:00,2025-01-01 20:10:00,0.16666667,4483.27440000,0.00000000,4483.27440000,1.35130000,1.49930000
2025-01-01 00:00:00,122,2025-01-01 20:10:00,2025-01-01 20:20:00,0.16666667,4551.70600000,0.00000000,4551.70600000,1.34000000,1.49460000
2025-01-01 00:00:00,123,2025-01-01 20:20:00,2025-01-01 20:30:00,0.16666667,4499.80000000,0.00000000,4499.80000000,1.34890000,1.50290000
2025-01-01 00:00:00,124,2025-01-01 20:30:00,2025-01-01 20:40:00,0.16666667,4535.09350000,0.00000000,4535.09350000,1.39520000,1.59930000
2025-01-01 00:00:00,125,2025-01-01 20:40:00,2025-01-01 20:50:00,0.16666667,4528.91600000,0.00000000,4528.91600000,1.22260000,1.37160000
2025-01-01 00:00:00,126,2025-01-01 20:50:00,2025-01-01 21:00:00,0.16666667,4483.51000000,0.00000000,4483.51000000,0.93320000,0.96010000
2025-01-01 00:00:00,127,2025-01-01 21:00:00,2025-01-01 21:10:00,0.16666667,4548.23020000,0.00000000,4548.23020000,0.90680000,0.94850000
2025-01-01 00:00:00,128,2025-01-01 21:10:00,2025-01-01 21:20:00,0.16666667,4595.68410000,0.00000000,4595.68410000,0.93710000,1.00640000
2025-01-01 00:00:00,129,2025-01-01 21:20:00,2025-01-01 21:30:00,0.16666667,4620.90000000,0.00000000,4620.90000000,0.93710000,0.96220000
2025-01-01 00:00:00,130,2025-01-01 21:30:00,2025-01-01 21:40:00,0.16666667,4653.71480000,0.00000000,4653.71480000,0.98710000,0.94700000
2025-01-01 00:00:00,131,2025-01-01 21:40:00,2025-01-01 21:50:00,0.16666667,4131.98450000,0.00000000,4131.98450000,0.77640000,0.74280000
2025-01-01 00:00:00,132,2025-01-01 21:50:00,2025-01-01 22:00:00,0.16666667,3363.00000000,0.00000000,3363.00000000,0.42090000,0.44820000
2025-01-01 00:00:00,133,2025-01-01 22:00:00,2025-01-01 22:10:00,0.16666667,3305.75880000,0.00000000,3305.75880000,0.38590000,0.42430000
2025-01-01 00:00:00,134,2025-01-01 22:10:00,2025-01-01 22:20:00,0.16666667,3470.93200000,0.00000000,3470.93200000,0.43680000,0.45950000
2025-01-01 00:00:00,135,2025-01-01 22:20:00,2025-01-01 22:30:00,0.16666667,3521.37000000,0.00000000,3521.37000000,0.41980000,0.43840000
2025-01-01 00:00:00,136,2025-01-01 22:30:00,2025-01-01 22:40:00,0.16666667,3561.52790000,0.00000000,3561.52790000,0.41860000,0.45060000
2025-01-01 00:00:00,137,2025-01-01 22:40:00,2025-01-01 22:50:00,0.16666667,3386.06800000,0.00000000,3386.06800000,0.42410000,0.43620000
2025-01-01 00:00:00,138,2025-01-01 22:50:00,2025-01-01 23:00:00,0.16666667,3289.99000000,0.00000000,3289.99000000,0.42370000,0.41110000
2025-01-01 00:00:00,139,2025-01-01 23:00:00,2025-01-01 23:10:00,0.16666667,3774.25520000,0.00000000,3774.25520000,0.42480000,0.45900000
2025-01-01 00:00:00,140,2025-01-01 23:10:00,2025-01-01 23:20:00,0.16666667,3883.62000000,0.00000000,3883.62000000,0.42400000,0.47590000
2025-01-01 00:00:00,141,2025-01-01 23:20:00,2025-01-01 23:30:00,0.16666667,3525.14000000,0.00000000,3525.14000000,0.42200000,0.43140000
2025-01-01 00:00:00,142,2025-01-01 23:30:00,2025-01-01 23:40:00,0.16666667,3553.59090000,0.00000000,3553.59090000,0.42400000,0.40380000
2025-01-01 00:00:00,143,2025-01-01 23:40:00,2025-01-01 23:50:00,0.16666667,3697.11410000,0.00000000,3697.11410000,0.42710000,0.41790000
2025-01-01 00:00:00,144,2025-01-01 23:50:00,2025-01-02 00:00:00,0.16666667,3696.70000000,0.00000000,3696.70000000,0.42760000,0.42840000
2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-01-02 00:10:00,0.16666667,3622.55090000,0.00000000,3622.55090000,0.42480000,0.38090000
2025-01-02 00:00:00,2,2025-01-02 00:10:00,2025-01-02 00:20:00,0.16666667,3622.76110000,0.00000000,3622.76110000,0.42450000,0.39640000
2025-01-02 00:00:00,3,2025-01-02 00:20:00,2025-01-02 00:30:00,0.16666667,3708.23000000,0.00000000,3708.23000000,0.42690000,0.46540000
2025-01-02 00:00:00,4,2025-01-02 00:30:00,2025-01-02 00:40:00,0.16666667,3750.52260000,0.00000000,3750.52260000,0.42720000,0.45420000
2025-01-02 00:00:00,5,2025-01-02 00:40:00,2025-01-02 00:50:00,0.16666667,3684.90380000,0.00000000,3684.90380000,0.42710000,0.42990000
2025-01-02 00:00:00,6,2025-01-02 00:50:00,2025-01-02 01:00:00,0.16666667,3644.14000000,0.00000000,3644.14000000,0.42850000,0.44770000
2025-01-02 00:00:00,7,2025-01-02 01:00:00,2025-01-02 01:10:00,0.16666667,3809.29800000,0.00000000,3809.29800000,0.43110000,0.48590000
2025-01-02 00:00:00,8,2025-01-02 01:10:00,2025-01-02 01:20:00,0.16666667,3855.12260000,0.00000000,3855.12260000,0.43020000,0.47520000
2025-01-02 00:00:00,9,2025-01-02 01:20:00,2025-01-02 01:30:00,0.16666667,3783.78000000,0.00000000,3783.78000000,0.42790000,0.43480000
2025-01-02 00:00:00,10,2025-01-02 01:30:00,2025-01-02 01:40:00,0.16666667,3907.38490000,0.00000000,3907.38490000,0.43120000,0.45130000
2025-01-02 00:00:00,11,2025-01-02 01:40:00,2025-01-02 01:50:00,0.16666667,3968.23980000,0.00000000,3968.23980000,0.43330000,0.48530000
2025-01-02 00:00:00,12,2025-01-02 01:50:00,2025-01-02 02:00:00,0.16666667,3886.77000000,0.00000000,3886.77000000,0.43110000,0.48640000
2025-01-02 00:00:00,13,2025-01-02 02:00:00,2025-01-02 02:10:00,0.16666667,3865.39010000,0.00000000,3865.39010000,0.42930000,0.44440000
2025-01-02 00:00:00,14,2025-01-02 02:10:00,2025-01-02 02:20:00,0.16666667,3931.68610000,0.00000000,3931.68610000,0.43240000,0.42170000
2025-01-02 00:00:00,15,2025-01-02 02:20:00,2025-01-02 02:30:00,0.16666667,4055.98000000,0.00000000,4055.98000000,0.43670000,0.44430000
2025-01-02 00:00:00,16,2025-01-02 02:30:00,2025-01-02 02:40:00,0.16666667,4164.98200000,0.00000000,4164.98200000,0.43480000,0.47570000
2025-01-02 00:00:00,17,2025-01-02 02:40:00,2025-01-02 02:50:00,0.16666667,4067.43260000,0.00000000,4067.43260000,0.43350000,0.45170000
2025-01-02 00:00:00,18,2025-01-02 02:50:00,2025-01-02 03:00:00,0.16666667,3919.44000000,0.00000000,3919.44000000,0.43570000,0.42490000
2025-01-02 00:00:00,19,2025-01-02 03:00:00,2025-01-02 03:10:00,0.16666667,4068.32300000,0.00000000,4068.32300000,0.43740000,0.50530000
2025-01-02 00:00:00,20,2025-01-02 03:10:00,2025-01-02 03:20:00,0.16666667,4140.47920000,0.00000000,4140.47920000,0.43710000,0.54710000
2025-01-02 00:00:00,21,2025-01-02 03:20:00,2025-01-02 03:30:00,0.16666667,4061.12000000,0.00000000,4061.12000000,0.43560000,0.51030000
2025-01-02 00:00:00,22,2025-01-02 03:30:00,2025-01-02 03:40:00,0.16666667,4138.70410000,0.00000000,4138.70410000,0.43530000,0.50090000
2025-01-02 00:00:00,23,2025-01-02 03:40:00,2025-01-02 03:50:00,0.16666667,4283.30110000,0.00000000,4283.30110000,0.43600000,0.52440000
2025-01-02 00:00:00,24,2025-01-02 03:50:00,2025-01-02 04:00:00,0.16666667,4330.98000000,0.00000000,4330.98000000,0.43780000,0.54800000
2025-01-02 00:00:00,25,2025-01-02 04:00:00,2025-01-02 04:10:00,0.16666667,4225.15850000,0.00000000,4225.15850000,0.44010000,0.53740000
2025-01-02 00:00:00,26,2025-01-02 04:10:00,2025-01-02 04:20:00,0.16666667,4201.98900000,0.00000000,4201.98900000,0.43890000,0.49830000
2025-01-02 00:00:00,27,2025-01-02 04:20:00,2025-01-02 04:30:00,0.16666667,4273.90000000,0.00000000,4273.90000000,0.43640000,0.48350000
2025-01-02 00:00:00,28,2025-01-02 04:30:00,2025-01-02 04:40:00,0.16666667,4219.03520000,0.00000000,4219.03520000,0.43930000,0.53900000
2025-01-02 00:00:00,29,2025-01-02 04:40:00,2025-01-02 04:50:00,0.16666667,4069.38850000,0.00000000,4069.38850000,0.44220000,0.54040000
2025-01-02 00:00:00,30,2025-01-02 04:50:00,2025-01-02 05:00:00,0.16666667,4030.95000000,0.00000000,4030.95000000,0.43950000,0.48830000
