issue_date,issue_hour,issue_datetime,lead_hour,target_datetime,pv_forecast_kw
2025-01-01 00:00:00,6,2025-01-01 06:00:00,11,2025-01-01 17:00:00,3.03590000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,12,2025-01-01 18:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,13,2025-01-01 19:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,14,2025-01-01 20:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,15,2025-01-01 21:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,16,2025-01-01 22:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,17,2025-01-01 23:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,18,2025-01-02 00:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,19,2025-01-02 01:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,20,2025-01-02 02:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,21,2025-01-02 03:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,22,2025-01-02 04:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,23,2025-01-02 05:00:00,0.00000000
2025-01-01 00:00:00,6,2025-01-01 06:00:00,24,2025-01-02 06:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,1,2025-01-01 13:00:00,5330.42980000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,2,2025-01-01 14:00:00,4549.25790000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,3,2025-01-01 15:00:00,3365.53120000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,4,2025-01-01 16:00:00,1504.21560000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,5,2025-01-01 17:00:00,2.86220000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,6,2025-01-01 18:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,7,2025-01-01 19:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,8,2025-01-01 20:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,9,2025-01-01 21:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,10,2025-01-01 22:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,11,2025-01-01 23:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,12,2025-01-02 00:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,13,2025-01-02 01:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,14,2025-01-02 02:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,15,2025-01-02 03:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,16,2025-01-02 04:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,17,2025-01-02 05:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,18,2025-01-02 06:00:00,0.00000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,19,2025-01-02 07:00:00,6.87080000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,20,2025-01-02 08:00:00,1827.97390000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,21,2025-01-02 09:00:00,3207.10330000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,22,2025-01-02 10:00:00,4565.11440000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,23,2025-01-02 11:00:00,6040.80000000
2025-01-01 00:00:00,12,2025-01-01 12:00:00,24,2025-01-02 12:00:00,6339.11250000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,1,2025-01-01 19:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,2,2025-01-01 20:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,3,2025-01-01 21:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,4,2025-01-01 22:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,5,2025-01-01 23:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,6,2025-01-02 00:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,7,2025-01-02 01:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,8,2025-01-02 02:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,9,2025-01-02 03:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,10,2025-01-02 04:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,11,2025-01-02 05:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,12,2025-01-02 06:00:00,0.00000000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,13,2025-01-02 07:00:00,5.51530000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,14,2025-01-02 08:00:00,1227.54460000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,15,2025-01-02 09:00:00,2350.48120000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,16,2025-01-02 10:00:00,3845.27860000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,17,2025-01-02 11:00:00,4815.32470000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,18,2025-01-02 12:00:00,4086.81160000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,19,2025-01-02 13:00:00,4228.73740000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,20,2025-01-02 14:00:00,3799.29780000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,21,2025-01-02 15:00:00,2472.42850000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,22,2025-01-02 16:00:00,1182.01180000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,23,2025-01-02 17:00:00,5.09100000
2025-01-01 00:00:00,18,2025-01-01 18:00:00,24,2025-01-02 18:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,1,2025-01-02 01:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,2,2025-01-02 02:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,3,2025-01-02 03:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,4,2025-01-02 04:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,5,2025-01-02 05:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,6,2025-01-02 06:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,7,2025-01-02 07:00:00,6.36040000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,8,2025-01-02 08:00:00,1424.73280000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,9,2025-01-02 09:00:00,2844.20520000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,10,2025-01-02 10:00:00,3600.21060000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,11,2025-01-02 11:00:00,4746.27860000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,12,2025-01-02 12:00:00,4915.50500000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,13,2025-01-02 13:00:00,5251.64980000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,14,2025-01-02 14:00:00,4965.35250000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,15,2025-01-02 15:00:00,3588.03750000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,16,2025-01-02 16:00:00,1839.60000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,17,2025-01-02 17:00:00,8.07060000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,18,2025-01-02 18:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,19,2025-01-02 19:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,20,2025-01-02 20:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,21,2025-01-02 21:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,22,2025-01-02 22:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,23,2025-01-02 23:00:00,0.00000000
2025-01-02 00:00:00,0,2025-01-02 00:00:00,24,2025-01-03 00:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,1,2025-01-02 07:00:00,6.51220000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,2,2025-01-02 08:00:00,1453.18430000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,3,2025-01-02 09:00:00,3099.42570000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,4,2025-01-02 10:00:00,4269.39660000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,5,2025-01-02 11:00:00,5146.01670000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,6,2025-01-02 12:00:00,5556.84900000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,7,2025-01-02 13:00:00,5946.40730000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,8,2025-01-02 14:00:00,5359.98750000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,9,2025-01-02 15:00:00,3342.85540000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,10,2025-01-02 16:00:00,1758.32000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,11,2025-01-02 17:00:00,6.51920000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,12,2025-01-02 18:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,13,2025-01-02 19:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,14,2025-01-02 20:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,15,2025-01-02 21:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,16,2025-01-02 22:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,17,2025-01-02 23:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,18,2025-01-03 00:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,19,2025-01-03 01:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,20,2025-01-03 02:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,21,2025-01-03 03:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,22,2025-01-03 04:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,23,2025-01-03 05:00:00,0.00000000
2025-01-02 00:00:00,6,2025-01-02 06:00:00,24,2025-01-03 06:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,1,2025-01-02 13:00:00,5392.73730000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,2,2025-01-02 14:00:00,4793.41700000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,3,2025-01-02 15:00:00,3115.78960000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,4,2025-01-02 16:00:00,1653.80590000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,5,2025-01-02 17:00:00,6.47630000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,6,2025-01-02 18:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,7,2025-01-02 19:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,8,2025-01-02 20:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,9,2025-01-02 21:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,10,2025-01-02 22:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,11,2025-01-02 23:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,12,2025-01-03 00:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,13,2025-01-03 01:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,14,2025-01-03 02:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,15,2025-01-03 03:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,16,2025-01-03 04:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,17,2025-01-03 05:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,18,2025-01-03 06:00:00,0.00000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,19,2025-01-03 07:00:00,11.45140000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,20,2025-01-03 08:00:00,1377.17730000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,21,2025-01-03 09:00:00,3653.77500000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,22,2025-01-03 10:00:00,4903.35000000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,23,2025-01-03 11:00:00,5017.12910000
2025-01-02 00:00:00,12,2025-01-02 12:00:00,24,2025-01-03 12:00:00,6339.11250000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,1,2025-01-02 19:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,2,2025-01-02 20:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,3,2025-01-02 21:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,4,2025-01-02 22:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,5,2025-01-02 23:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,6,2025-01-03 00:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,7,2025-01-03 01:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,8,2025-01-03 02:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,9,2025-01-03 03:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,10,2025-01-03 04:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,11,2025-01-03 05:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,12,2025-01-03 06:00:00,0.00000000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,13,2025-01-03 07:00:00,9.53210000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,14,2025-01-03 08:00:00,1513.00670000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,15,2025-01-03 09:00:00,2860.04660000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,16,2025-01-03 10:00:00,3793.62230000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,17,2025-01-03 11:00:00,4445.88280000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,18,2025-01-03 12:00:00,4246.43530000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,19,2025-01-03 13:00:00,4365.31810000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,20,2025-01-03 14:00:00,4051.69900000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,21,2025-01-03 15:00:00,2758.47430000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,22,2025-01-03 16:00:00,1424.32980000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,23,2025-01-03 17:00:00,11.26870000
2025-01-02 00:00:00,18,2025-01-02 18:00:00,24,2025-01-03 18:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,1,2025-01-03 01:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,2,2025-01-03 02:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,3,2025-01-03 03:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,4,2025-01-03 04:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,5,2025-01-03 05:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,6,2025-01-03 06:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,7,2025-01-03 07:00:00,9.29120000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,8,2025-01-03 08:00:00,1514.03140000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,9,2025-01-03 09:00:00,3078.41820000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,10,2025-01-03 10:00:00,4510.54950000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,11,2025-01-03 11:00:00,5403.02950000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,12,2025-01-03 12:00:00,6228.07950000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,13,2025-01-03 13:00:00,5051.58460000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,14,2025-01-03 14:00:00,5134.10730000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,15,2025-01-03 15:00:00,3661.53750000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,16,2025-01-03 16:00:00,1457.37270000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,17,2025-01-03 17:00:00,10.90810000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,18,2025-01-03 18:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,19,2025-01-03 19:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,20,2025-01-03 20:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,21,2025-01-03 21:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,22,2025-01-03 22:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,23,2025-01-03 23:00:00,0.00000000
2025-01-03 00:00:00,0,2025-01-03 00:00:00,24,2025-01-04 00:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,1,2025-01-03 07:00:00,10.15170000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,2,2025-01-03 08:00:00,1543.82650000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,3,2025-01-03 09:00:00,3340.55750000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,4,2025-01-03 10:00:00,4903.35000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,5,2025-01-03 11:00:00,5614.47350000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,6,2025-01-03 12:00:00,6339.11250000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,7,2025-01-03 13:00:00,5537.59000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,8,2025-01-03 14:00:00,4719.96420000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,9,2025-01-03 15:00:00,3200.09980000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,10,2025-01-03 16:00:00,1337.28710000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,11,2025-01-03 17:00:00,10.20990000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,12,2025-01-03 18:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,13,2025-01-03 19:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,14,2025-01-03 20:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,15,2025-01-03 21:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,16,2025-01-03 22:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,17,2025-01-03 23:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,18,2025-01-04 00:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,19,2025-01-04 01:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,20,2025-01-04 02:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,21,2025-01-04 03:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,22,2025-01-04 04:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,23,2025-01-04 05:00:00,0.00000000
2025-01-03 00:00:00,6,2025-01-03 06:00:00,24,2025-01-04 06:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,1,2025-01-03 13:00:00,5352.85210000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,2,2025-01-03 14:00:00,4911.31230000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,3,2025-01-03 15:00:00,3255.43690000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,4,2025-01-03 16:00:00,1521.17990000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,5,2025-01-03 17:00:00,10.21190000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,6,2025-01-03 18:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,7,2025-01-03 19:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,8,2025-01-03 20:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,9,2025-01-03 21:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,10,2025-01-03 22:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,11,2025-01-03 23:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,12,2025-01-04 00:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,13,2025-01-04 01:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,14,2025-01-04 02:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,15,2025-01-04 03:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,16,2025-01-04 04:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,17,2025-01-04 05:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,18,2025-01-04 06:00:00,0.00000000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,19,2025-01-04 07:00:00,9.75370000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,20,2025-01-04 08:00:00,1081.45340000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,21,2025-01-04 09:00:00,2125.62730000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,22,2025-01-04 10:00:00,3000.36250000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,23,2025-01-04 11:00:00,3974.12940000
2025-01-03 00:00:00,12,2025-01-03 12:00:00,24,2025-01-04 12:00:00,5987.12090000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,1,2025-01-03 19:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,2,2025-01-03 20:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,3,2025-01-03 21:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,4,2025-01-03 22:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,5,2025-01-03 23:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,6,2025-01-04 00:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,7,2025-01-04 01:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,8,2025-01-04 02:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,9,2025-01-04 03:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,10,2025-01-04 04:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,11,2025-01-04 05:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,12,2025-01-04 06:00:00,0.00000000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,13,2025-01-04 07:00:00,12.72980000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,14,2025-01-04 08:00:00,1213.24990000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,15,2025-01-04 09:00:00,2507.09250000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,16,2025-01-04 10:00:00,3502.51190000
2025-01-03 00:00:00,18,2025-01-03 18:00:00,17,2025-01-04 11:00:00,5074.21010000
