time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
13,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54976748,2.43577742
14,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54966292,2.43157932
15,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54953249,2.42753635
16,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54937473,2.42363321
17,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54918864,2.41985701
18,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999993,2.54897362,2.41619671
19,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999986,2.54872945,2.41264272
20,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999974,2.54845614,2.40918671
21,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999954,2.54815399,2.40582142
22,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999925,2.54782345,2.40254046
23,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999881,2.54746515,2.39933811
24,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999818,2.54707979,2.39620932
25,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999730,2.54666818,2.39314952
26,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999612,2.54623118,2.39015456
27,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999455,2.54576968,2.38722074
28,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999252,2.54528461,2.38434469
29,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54998995,2.54477691,2.38152337
30,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54998673,2.54424749,2.37875393
31,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54998277,2.54369729,2.37603382
32,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54997796,2.54312722,2.37336065
33,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54997220,2.54253816,2.37073223
34,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54996537,2.54193097,2.36814654
35,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54995736,2.54130649,2.36560166
36,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54994805,2.54066555,2.36309591
37,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54993732,2.54000892,2.36062763
38,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999995,2.54992506,2.53933738,2.35819534
39,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999993,2.54991116,2.53865163,2.35579759
40,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999990,2.54989548,2.53795238,2.35343310
41,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999987,2.54987792,2.53724030,2.35110059
42,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999982,2.54985837,2.53651604,2.34879891
43,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999976,2.54983672,2.53578019,2.34652694
44,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999969,2.54981286,2.53503336,2.34428368
45,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999960,2.54978669,2.53427610,2.34206810
46,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999948,2.54975811,2.53350895,2.33987933
47,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999934,2.54972702,2.53273242,2.33771647
48,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999917,2.54969333,2.53194699,2.33557870
49,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999897,2.54965695,2.53115314,2.33346527
50,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999872,2.54961780,2.53035131,2.33137539
51,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999843,2.54957580,2.52954192,2.32930838
52,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999809,2.54953087,2.52872538,2.32726358
53,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999768,2.54948295,2.52790207,2.32524032
54,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999722,2.54943196,2.52707236,2.32323801
55,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999667,2.54937785,2.52623661,2.32125606
56,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999605,2.54932056,2.52539514,2.31929392
57,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999533,2.54926003,2.52454828,2.31735104
58,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999452,2.54919621,2.52369634,2.31542693
59,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999359,2.54912907,2.52283959,2.31352111
60,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999255,2.54905855,2.52197832,2.31163313
61,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999137,2.54898462,2.52111279,2.30976253
62,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999006,2.54890724,2.52024326,2.30790889
63,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54998859,2.54882639,2.51936997,2.30607180
64,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54998695,2.54874204,2.51849314,2.30425086
65,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54998514,2.54865416,2.51761301,2.30244569
66,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999995,2.54998314,2.54856273,2.51672977,2.30065592
67,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999994,2.54998093,2.54846774,2.51584362,2.29888122
68,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999993,2.54997851,2.54836917,2.51495476,2.29712123
69,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999991,2.54997586,2.54826701,2.51406338,2.29537564
70,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999989,2.54997296,2.54816125,2.51316964,2.29364412
71,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999987,2.54996981,2.54805189,2.51227372,2.29192638
72,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999985,2.54996639,2.54793891,2.51137578,2.29022211
73,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999982,2.54996268,2.54782232,2.51047596,2.28853106
74,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999978,2.54995866,2.54770212,2.50957441,2.28685293
75,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999974,2.54995434,2.54757830,2.50867127,2.28518747
76,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999970,2.54994967,2.54745089,2.50776668,2.28353442
77,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999965,2.54994467,2.54731987,2.50686076,2.28189354
78,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999959,2.54993930,2.54718527,2.50595363,2.28026459
79,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999953,2.54993355,2.54704708,2.50504541,2.27864735
80,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999945,2.54992741,2.54690533,2.50413621,2.27704158
81,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999937,2.54992086,2.54676003,2.50322614,2.27544709
82,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999927,2.54991388,2.54661118,2.50231529,2.27386364
83,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999917,2.54990647,2.54645881,2.50140378,2.27229105
84,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999905,2.54989860,2.54630294,2.50049168,2.27072911
85,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999892,2.54989026,2.54614357,2.49957909,2.26917764
86,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999877,2.54988143,2.54598074,2.49866609,2.26763645
87,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999861,2.54987210,2.54581446,2.49775278,2.26610535
88,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999843,2.54986226,2.54564475,2.49683922,2.26458418
89,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999824,2.54985188,2.54547164,2.49592550,2.26307276
90,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999802,2.54984096,2.54529514,2.49501167,2.26157094
91,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999778,2.54982947,2.54511529,2.49409782,2.26007854
92,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999752,2.54981740,2.54493210,2.49318401,2.25859541
93,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999723,2.54980475,2.54474561,2.49227029,2.25712140
94,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999692,2.54979148,2.54455584,2.49135674,2.25565638
95,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999658,2.54977760,2.54436281,2.49044340,2.25420019
96,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999621,2.54976308,2.54416655,2.48953034,2.25275268
97,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54999581,2.54974791,2.54396709,2.48861760,2.25131373
98,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54999537,2.54973207,2.54376446,2.48770524,2.24988320
99,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54999490,2.54971556,2.54355869,2.48679331,2.24846098
100,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54999439,2.54969836,2.54334980,2.48588184,2.24704691
101,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999995,2.54999384,2.54968046,2.54313782,2.48497090,2.24564089
102,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999995,2.54999325,2.54966184,2.54292279,2.48406052,2.24424279
103,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999994,2.54999261,2.54964249,2.54270473,2.48315074,2.24285251
104,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999993,2.54999193,2.54962240,2.54248367,2.48224160,2.24146991
105,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999992,2.54999120,2.54960155,2.54225963,2.48133313,2.24009490
106,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999991,2.54999041,2.54957994,2.54203266,2.48042539,2.23872735
