time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
32,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000003,28.00000012,28.00000051,28.00000200,28.00000721,28.00002395,28.00007337,28.00020737,28.00054210,28.00131421,28.00296390,28.00623994,28.01231050,28.02287357
33,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000004,28.00000017,28.00000068,28.00000258,28.00000900,28.00002903,28.00008653,28.00023864,28.00061040,28.00145165,28.00321953,28.00668104,28.01301972,28.02394271
34,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000005,28.00000023,28.00000090,28.00000328,28.00001112,28.00003487,28.00010127,28.00027293,28.00068384,28.00159703,28.00348620,28.00713592,28.01374445,28.02502750
35,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000002,28.00000008,28.00000031,28.00000117,28.00000414,28.00001360,28.00004152,28.00011771,28.00031035,28.00076256,28.00175042,28.00376387,28.00760447,28.01448446,28.02612769
36,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000002,28.00000010,28.00000041,28.00000150,28.00000515,28.00001649,28.00004907,28.00013593,28.00035102,28.00084667,28.00191189,28.00405254,28.00808654,28.01523953,28.02724303
37,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000003,28.00000014,28.00000053,28.00000190,28.00000636,28.00001982,28.00005758,28.00015603,28.00039507,28.00093626,28.00208151,28.00435216,28.00858200,28.01600944,28.02837329
38,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000005,28.00000019,28.00000069,28.00000239,28.00000778,28.00002364,28.00006710,28.00017811,28.00044259,28.00103145,28.00225931,28.00466271,28.00909074,28.01679401,28.02951826
39,28.00000000,28.00000000,28.00000000,28.00000000,28.00000000,28.00000002,28.00000006,28.00000024,28.00000088,28.00000297,28.00000943,28.00002798,28.00007773,28.00020227,28.00049370,28.00113231,28.00244533,28.00498414,28.00961261,28.01759305,28.03067773
40,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000002,28.00000009,28.00000032,28.00000111,28.00000367,28.00001134,28.00003290,28.00008952,28.00022858,28.00054850,28.00123895,28.00263963,28.00531643,28.01014751,28.01840636,28.03185150
41,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000003,28.00000011,28.00000041,28.00000140,28.00000448,28.00001354,28.00003844,28.00010254,28.00025715,28.00060708,28.00135144,28.00284224,28.00565953,28.01069531,28.01923376,28.03303935
42,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000004,28.00000015,28.00000052,28.00000173,28.00000543,28.00001606,28.00004465,28.00011686,28.00028805,28.00066956,28.00146987,28.00305319,28.00601340,28.01125589,28.02007510,28.03424111
43,28.00000000,28.00000000,28.00000000,28.00000000,28.00000001,28.00000005,28.00000019,28.00000066,28.00000213,28.00000654,28.00001892,28.00005157,28.00013255,28.00032140,28.00073601,28.00159429,28.00327248,28.00637798,28.01182914,28.02093020,28.03545662
44,28.00000000,28.00000000,28.00000000,28.00000001,28.00000002,28.00000007,28.00000025,28.00000082,28.00000261,28.00000782,28.00002215,28.00005926,28.00014968,28.00035725,28.00080652,28.00172480,28.00350017,28.00675326,28.01241494,28.02179890,28.03668567
45,28.00000000,28.00000000,28.00000000,28.00000001,28.00000003,28.00000009,28.00000031,28.00000102,28.00000316,28.00000928,28.00002579,28.00006775,28.00016832,28.00039570,28.00088119,28.00186144,28.00373626,28.00713918,28.01301319,28.02268103,28.03792811
46,28.00000000,28.00000000,28.00000000,28.00000001,28.00000003,28.00000012,28.00000039,28.00000125,28.00000380,28.00001095,28.00002986,28.00007710,28.00018854,28.00043684,28.00096008,28.00200428,28.00398077,28.00753569,28.01362377,28.02357645,28.03918377
47,28.00000000,28.00000000,28.00000000,28.00000001,28.00000004,28.00000015,28.00000049,28.00000153,28.00000455,28.00001284,28.00003440,28.00008737,28.00021040,28.00048073,28.00104329,28.00215337,28.00423371,28.00794275,28.01424660,28.02448502,28.04045251
48,28.00000000,28.00000000,28.00000001,28.00000002,28.00000006,28.00000019,28.00000061,28.00000186,28.00000541,28.00001499,28.00003945,28.00009860,28.00023397,28.00052746,28.00113088,28.00230878,28.00449509,28.00836031,28.01488154,28.02540658,28.04173415
49,28.00000000,28.00000000,28.00000001,28.00000002,28.00000007,28.00000024,28.00000075,28.00000224,28.00000639,28.00001739,28.00004503,28.00011083,28.00025931,28.00057711,28.00122294,28.00247055,28.00476494,28.00878833,28.01552852,28.02634101,28.04302855
50,28.00000000,28.00000000,28.00000001,28.00000003,28.00000009,28.00000030,28.00000091,28.00000268,28.00000751,28.00002009,28.00005119,28.00012413,28.00028650,28.00062974,28.00131952,28.00263872,28.00504323,28.00922676,28.01618743,28.02728816,28.04433558
51,28.00000000,28.00000000,28.00000001,28.00000004,28.00000012,28.00000037,28.00000110,28.00000318,28.00000878,28.00002310,28.00005795,28.00013854,28.00031559,28.00068543,28.00142069,28.00281335,28.00532999,28.00967554,28.01685816,28.02824790,28.04565509
52,28.00000000,28.00000001,28.00000002,28.00000005,28.00000015,28.00000045,28.00000133,28.00000377,28.00001021,28.00002644,28.00006536,28.00015411,28.00034665,28.00074426,28.00152653,28.00299447,28.00562521,28.01013465,28.01754064,28.02922011,28.04698693
53,28.00000001,28.00000001,28.00000002,28.00000006,28.00000019,28.00000055,28.00000159,28.00000443,28.00001182,28.00003014,28.00007344,28.00017089,28.00037974,28.00080628,28.00163708,28.00318212,28.00592890,28.01060401,28.01823476,28.03020465,28.04833099
54,28.00000001,28.00000001,28.00000003,28.00000008,28.00000023,28.00000067,28.00000190,28.00000519,28.00001362,28.00003422,28.00008225,28.00018894,28.00041493,28.00087156,28.00175242,28.00337634,28.00624105,28.01108360,28.01894043,28.03120142,28.04968714
55,28.00000001,28.00000001,28.00000003,28.00000010,28.00000028,28.00000081,28.00000225,28.00000604,28.00001562,28.00003871,28.00009180,28.00020830,28.00045228,28.00094018,28.00187259,28.00357716,28.00656167,28.01157336,28.01965755,28.03221029,28.05105525
56,28.00000001,28.00000002,28.00000004,28.00000012,28.00000034,28.00000097,28.00000265,28.00000701,28.00001786,28.00004363,28.00010214,28.00022902,28.00049183,28.00101219,28.00199766,28.00378463,28.00689075,28.01207324,28.02038606,28.03323114,28.05243518
57,28.00000002,28.00000002,28.00000005,28.00000015,28.00000042,28.00000115,28.00000311,28.00000810,28.00002033,28.00004901,28.00011331,28.00025115,28.00053367,28.00108765,28.00212768,28.00399875,28.00722827,28.01258320,28.02112584,28.03426387,28.05382685
58,28.00000002,28.00000003,28.00000007,28.00000018,28.00000050,28.00000137,28.00000362,28.00000931,28.00002306,28.00005487,28.00012535,28.00027474,28.00057783,28.00116663,28.00226268,28.00421956,28.00757423,28.01310319,28.02187684,28.03530837,28.05523013
59,28.00000003,28.00000004,28.00000008,28.00000022,28.00000060,28.00000161,28.00000421,28.00001067,28.00002606,28.00006125,28.00013829,28.00029985,28.00062439,28.00124919,28.00240273,28.00444708,28.00792862,28.01363315,28.02263895,28.03636454,28.05664491
60,28.00000003,28.00000005,28.00000010,28.00000027,28.00000072,28.00000189,28.00000487,28.00001218,28.00002936,28.00006817,28.00015218,28.00032652,28.00067340,28.00133537,28.00254786,28.00468134,28.00829144,28.01417310,28.02341242,28.03743393,28.05807973
61,28.00000004,28.00000006,28.00000013,28.00000033,28.00000085,28.00000221,28.00000562,28.00001385,28.00003297,28.00007565,28.00016704,28.00035480,28.00072491,28.00142523,28.00269813,28.00492237,28.00866270,28.01472308,28.02419757,28.03851856,28.05954563
62,28.00000005,28.00000007,28.00000016,28.00000039,28.00000100,28.00000257,28.00000645,28.00001569,28.00003691,28.00008373,28.00018293,28.00038474,28.00077898,28.00151884,28.00285357,28.00517018,28.00904239,28.01528301,28.02499421,28.03961774,28.06103927
63,28.00000006,28.00000009,28.00000019,28.00000047,28.00000118,28.00000298,28.00000738,28.00001773,28.00004120,28.00009243,28.00019987,28.00041638,28.00083565,28.00161623,28.00301423,28.00542479,28.00943049,28.01585288,28.02580242,28.04073217,28.06256478
64,28.00000008,28.00000011,28.00000023,28.00000055,28.00000138,28.00000344,28.00000841,28.00001996,28.00004587,28.00010179,28.00021792,28.00044978,28.00089499,28.00171746,28.00318014,28.00568622,28.00982699,28.01643266,28.02662230,28.04186267,28.06412677
65,28.00000010,28.00000013,28.00000027,28.00000065,28.00000161,28.00000396,28.00000955,28.00002241,28.00005092,28.00011184,28.00023711,28.00048499,28.00095705,28.00182258,28.00335133,28.00595447,28.01023190,28.01702242,28.02745410,28.04301002,28.06572527
66,28.00000012,28.00000016,28.00000033,28.00000077,28.00000187,28.00000454,28.00001082,28.00002508,28.00005639,28.00012259,28.00025746,28.00052203,28.00102187,28.00193164,28.00352787,28.00622963,28.01064536,28.01762258,28.02829900,28.04417447,28.06732962
67,28.00000014,28.00000019,28.00000039,28.00000090,28.00000216,28.00000519,28.00001221,28.00002800,28.00006228,28.00013409,28.00027903,28.00056097,28.00108951,28.00204469,28.00370977,28.00651168,28.01106731,28.01823299,28.02915681,28.04535730,28.06895757
68,28.00000017,28.00000023,28.00000046,28.00000105,28.00000249,28.00000591,28.00001374,28.00003117,28.00006864,28.00014635,28.00030185,28.00060185,28.00116001,28.00216176,28.00389707,28.00680063,28.01149776,28.01885374,28.03002794,28.04655953,28.07060759
69,28.00000021,28.00000028,28.00000054,28.00000122,28.00000286,28.00000670,28.00001542,28.00003462,28.00007547,28.00015942,28.00032596,28.00064472,28.00123342,28.00228290,28.00408981,28.00709652,28.01193674,28.01948494,28.03091280,28.04778219,28.07227775
70,28.00000025,28.00000033,28.00000063,28.00000141,28.00000328,28.00000758,28.00001726,28.00003835,28.00008279,28.00017333,28.00035141,28.00068961,28.00130978,28.00240815,28.00428800,28.00739934,28.01238427,28.02012672,28.03181188,28.04902641,28.07396573
71,28.00000030,28.00000039,28.00000074,28.00000163,28.00000374,28.00000856,28.00001927,28.00004238,28.00009064,28.00018809,28.00037822,28.00073658,28.00138915,28.00253757,28.00449172,28.00770923,28.01284060,28.02077945,28.03272474,28.05028664,28.07567690
72,28.00000035,28.00000046,28.00000086,28.00000188,28.00000425,28.00000963,28.00002146,28.00004673,28.00009904,28.00020374,28.00040643,28.00078566,28.00147158,28.00267120,28.00470099,28.00802619,28.01330573,28.02144327,28.03365202,28.05156467,28.07740752
73,28.00000041,28.00000054,28.00000100,28.00000215,28.00000482,28.00001080,28.00002383,28.00005142,28.00010799,28.00022032,28.00043608,28.00083690,28.00155709,28.00280906,28.00491585,28.00835023,28.01377973,28.02211836,28.03459422,28.05286122,28.07915489
74,28.00000049,28.00000063,28.00000116,28.00000246,28.00000545,28.00001209,28.00002641,28.00005646,28.00011754,28.00023786,28.00046722,28.00089034,28.00164574,28.00295121,28.00513632,28.00868141,28.01426267,28.02280495,28.03555175,28.05417600,28.08091713
75,28.00000057,28.00000073,28.00000133,28.00000281,28.00000615,28.00001349,28.00002920,28.00006186,28.00012771,28.00025638,28.00049987,28.00094603,28.00173757,28.00309768,28.00536244,28.00901976,28.01475466,28.02350330,28.03652504,28.05550865,28.08269220
76,28.00000066,28.00000085,28.00000153,28.00000319,28.00000692,28.00001503,28.00003222,28.00006765,28.00013851,28.00027591,28.00053408,28.00100400,28.00183262,28.00324851,28.00559428,28.00936540,28.01525587,28.02421335,28.03751277,28.05685733,28.08448377
77,28.00000077,28.00000098,28.00000176,28.00000362,28.00000776,28.00001670,28.00003548,28.00007385,28.00014998,28.00029649,28.00056988,28.00106429,28.00193093,28.00340377,28.00583190,28.00971844,28.01576644,28.02493507,28.03851418,28.05822107,28.08629425
78,28.00000090,28.00000114,28.00000201,28.00000409,28.00000869,28.00001852,28.00003899,28.00008047,28.00016213,28.00031815,28.00060730,28.00112695,28.00203255,28.00356347,28.00607532,28.01007887,28.01628640,28.02566882,28.03953049,28.05960044,28.08811929
79,28.00000104,28.00000131,28.00000229,28.00000461,28.00000970,28.00002048,28.00004275,28.00008752,28.00017498,28.00034091,28.00064639,28.00119202,28.00213753,28.00372768,28.00632457,28.01044673,28.01681583,28.02641475,28.04056176,28.06099502,28.08995823
80,28.00000119,28.00000150,28.00000260,28.00000518,28.00001080,28.00002260,28.00004679,28.00009502,28.00018857,28.00036481,28.00068719,28.00125954,28.00224590,28.00389641,28.00657970,28.01082209,28.01735484,28.02717304,28.04160811,28.06240438,28.09181038
81,28.00000137,28.00000171,28.00000294,28.00000581,28.00001200,28.00002490,28.00005111,28.00010300,28.00020292,28.00038988,28.00072972,28.00132955,28.00235771,28.00406974,28.00684078,28.01120503,28.01790352,28.02794358,28.04266897,28.06382821,28.09367610
82,28.00000157,28.00000195,28.00000332,28.00000650,28.00001331,28.00002738,28.00005575,28.00011149,28.00021805,28.00041615,28.00077402,28.00140208,28.00247299,28.00424771,28.00710794,28.01159578,28.01846194,28.02872547,28.04374201,28.06526652,28.09555873
83,28.00000179,28.00000222,28.00000375,28.00000727,28.00001473,28.00003005,28.00006070,28.00012048,28.00023399,28.00044365,28.00082013,28.00147717,28.00259179,28.00443035,28.00738117,28.01199430,28.01903020,28.02951942,28.04482855,28.06671866,28.09745554
84,28.00000204,28.00000252,28.00000421,28.00000810,28.00001627,28.00003292,28.00006598,28.00013001,28.00025077,28.00047241,28.00086808,28.00155487,28.00271415,28.00461772,28.00766053,28.01240067,28.01960840,28.03032547,28.04592840,28.06818425,28.09936632
85,28.00000232,28.00000285,28.00000473,28.00000900,28.00001793,28.00003599,28.00007160,28.00014008,28.00026840,28.00050246,28.00091791,28.00163522,28.00284012,28.00480986,28.00794606,28.01281496,28.02019663,28.03114366,28.04704137,28.06966292,28.10129084
86,28.00000263,28.00000321,28.00000529,28.00000998,28.00001973,28.00003929,28.00007758,28.00015073,28.00028691,28.00053384,28.00096966,28.00171826,28.00296973,28.00500681,28.00823783,28.01323723,28.02079495,28.03197396,28.04816728,28.07115444,28.10322894
87,28.00000297,28.00000362,28.00000591,28.00001106,28.00002167,28.00004282,28.00008394,28.00016197,28.00030633,28.00056657,28.00102336,28.00180401,28.00310303,28.00520865,28.00853593,28.01366747,28.02140287,28.03281534,28.04930622,28.07266121,28.10518128
88,28.00000335,28.00000407,28.00000659,28.00001222,28.00002376,28.00004659,28.00009069,28.00017382,28.00032669,28.00060068,28.00107904,28.00189253,28.00324007,28.00541543,28.00884041,28.01410580,28.02202076,28.03366834,28.05045786,28.07418153,28.10714722
89,28.00000377,28.00000456,28.00000733,28.00001348,28.00002601,28.00005062,28.00009785,28.00018631,28.00034801,28.00063620,28.00113675,28.00198385,28.00338089,28.00562717,28.00915131,28.01455228,28.02264866,28.03453292,28.05162203,28.07571526,28.10912664
90,28.00000423,28.00000510,28.00000814,28.00001485,28.00002841,28.00005491,28.00010542,28.00019944,28.00037031,28.00067317,28.00119651,28.00207802,28.00352554,28.00584394,28.00946869,28.01500697,28.02328660,28.03540901,28.05279855,28.07726230,28.11111940
91,28.00000474,28.00000569,28.00000901,28.00001632,28.00003099,28.00005947,28.00011342,28.00021324,28.00039362,28.00071161,28.00125837,28.00217507,28.00367404,28.00606578,28.00979261,28.01546994,28.02393463,28.03629656,28.05398727,28.07882252,28.11312538
92,28.00000530,28.00000634,28.00000997,28.00001790,28.00003376,28.00006433,28.00012188,28.00022775,28.00041796,28.00075156,28.00132235,28.00227504,28.00382647,28.00629275,28.01012308,28.01594100,28.02459232,28.03719540,28.05518900,28.08039631,28.11514451
93,28.00000591,28.00000705,28.00001100,28.00001962,28.00003671,28.00006949,28.00013081,28.00024296,28.00044337,28.00079305,28.00138849,28.00237797,28.00398286,28.00652490,28.01046016,28.01642028,28.02525984,28.03810552,28.05640329,28.08198339,28.11717666
94,28.00000658,28.00000782,28.00001213,28.00002146,28.00003987,28.00007496,28.00014022,28.00025891,28.00046987,28.00083610,28.00145684,28.00248391,28.00414325,28.00676227,28.01080393,28.01690786,28.02593723,28.03902685,28.05762995,28.08358364,28.11922167
95,28.00000730,28.00000866,28.00001334,28.00002343,28.00004323,28.00008075,28.00015013,28.00027561,28.00049748,28.00088075,28.00152741,28.00259289,28.00430769,28.00700492,28.01115442,28.01740376,28.02662449,28.03995932,28.05886893,28.08519700,28.12127944
96,28.00000809,28.00000957,28.00001464,28.00002554,28.00004681,28.00008688,28.00016055,28.00029309,28.00052622,28.00092703,28.00160026,28.00270495,28.00447622,28.00725289,28.01151169,28.01790804,28.02732161,28.04090286,28.06012015,28.08682339,28.12334983
97,28.00000895,28.00001055,28.00001605,28.00002780,28.00005062,28.00009336,28.00017151,28.00031136,28.00055613,28.00097497,28.00167541,28.00282014,28.00464889,28.00750622,28.01187571,28.01842055,28.02802849,28.04185765,28.06138372,28.08846251,28.12543281
98,28.00000989,28.00001163,28.00001757,28.00003023,28.00005467,28.00010021,28.00018303,28.00033046,28.00058724,28.00102460,28.00175290,28.00293849,28.00482574,28.00776494,28.01224650,28.01894133,28.02874512,28.04282362,28.06265958,28.09011428,28.12752826
99,28.00001091,28.00001278,28.00001921,28.00003281,28.00005897,28.00010743,28.00019511,28.00035040,28.00061956,28.00107596,28.00183277,28.00306004,28.00500682,28.00802912,28.01262416,28.01947044,28.02947152,28.04380067,28.06394762,28.09177867,28.12963604
100,28.00001200,28.00001403,28.00002096,28.00003557,28.00006352,28.00011504,28.00020778,28.00037120,28.00065313,28.00112906,28.00191505,28.00318484,28.00519217,28.00829880,28.01300870,28.02000790,28.03020765,28.04478877,28.06524781,28.09345558,28.13175604
101,28.00001319,28.00001538,28.00002284,28.00003851,28.00006835,28.00012306,28.00022105,28.00039288,28.00068796,28.00118395,28.00199978,28.00331293,28.00538184,28.00857402,28.01340018,28.02055372,28.03095351,28.04578786,28.06656009,28.09514490,28.13388815
102,28.00001447,28.00001683,28.00002485,28.00004164,28.00007345,28.00013150,28.00023494,28.00041548,28.00072410,28.00124066,28.00208699,28.00344433,28.00557584,28.00885476,28.01379852,28.02110786,28.03170913,28.04679799,28.06788424,28.09684654,28.13603236
103,28.00001586,28.00001840,28.00002702,28.00004498,28.00007886,28.00014038,28.00024948,28.00043900,28.00076156,28.00129921,28.00217672,28.00357909,28.00577421,28.00914105,28.01420373,28.02167029,28.03247452,28.04781912,28.06922013,28.09856037,28.13818861
104,28.00001736,28.00002009,28.00002933,28.00004853,28.00008458,28.00014971,28.00026468,28.00046348,28.00080038,28.00135964,28.00226900,28.00371725,28.00597700,28.00943297,28.01461590,28.02224108,28.03324963,28.04885119,28.07056784,28.10028632,28.14035670
105,28.00001896,28.00002190,28.00003180,28.00005229,28.00009060,28.00015950,28.00028055,28.00048894,28.00084057,28.00142198,28.00236388,28.00385885,28.00618427,28.00973057,28.01503508,28.02282024,28.03403444,28.04989416,28.07192730,28.10202428,28.14253655
106,28.00002068,28.00002383,28.00003443,28.00005628,28.00009695,28.00016977,28.00029712,28.00051539,28.00088216,28.00148627,28.00246138,28.00400393,28.00639606,28.01003388,28.01546129,28.02340779,28.03482893,28.05094800,28.07329846,28.10377414,28.14472804
