time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
39,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999967,2.54982191,2.53638550,2.36834267
40,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999957,2.54979392,2.53561152,2.36613271
41,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999943,2.54976307,2.53482633,2.36395260
42,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999926,2.54972922,2.53403060,2.36180152
43,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999905,2.54969224,2.53322491,2.35967863
44,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999879,2.54965204,2.53240990,2.35758249
45,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999848,2.54960852,2.53158610,2.35551236
46,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999810,2.54956156,2.53075401,2.35346751
47,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999766,2.54951107,2.52991414,2.35144717
48,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999713,2.54945698,2.52906701,2.34945024
49,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999650,2.54939920,2.52821303,2.34747618
50,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999577,2.54933767,2.52735259,2.34552430
51,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999493,2.54927231,2.52648612,2.34359391
52,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999395,2.54920306,2.52561405,2.34168431
53,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999283,2.54912988,2.52473669,2.33979495
54,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999156,2.54905270,2.52385437,2.33792529
55,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999011,2.54897149,2.52296750,2.33607466
56,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54998847,2.54888620,2.52207638,2.33424258
57,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54998663,2.54879680,2.52118127,2.33242860
58,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999995,2.54998456,2.54870327,2.52028241,2.33063229
59,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999994,2.54998226,2.54860559,2.51938005,2.32885326
60,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999992,2.54997970,2.54850372,2.51847449,2.32709098
61,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999991,2.54997686,2.54839765,2.51756605,2.32534492
62,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999988,2.54997373,2.54828736,2.51665487,2.32361484
63,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999986,2.54997029,2.54817287,2.51574114,2.32190041
64,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999983,2.54996651,2.54805417,2.51482504,2.32020132
65,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999979,2.54996238,2.54793126,2.51390675,2.31851723
66,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999975,2.54995789,2.54780410,2.51298663,2.31684745
67,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999970,2.54995299,2.54767273,2.51206474,2.31519189
68,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999965,2.54994769,2.54753717,2.51114122,2.31355026
69,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999958,2.54994195,2.54739742,2.51021623,2.31192230
70,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999951,2.54993575,2.54725350,2.50928988,2.31030773
71,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999942,2.54992908,2.54710541,2.50836244,2.30870607
72,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999932,2.54992191,2.54695316,2.50743401,2.30711712
73,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999921,2.54991423,2.54679679,2.50650469,2.30554065
74,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999909,2.54990601,2.54663632,2.50557458,2.30397642
75,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999894,2.54989723,2.54647178,2.50464380,2.30242419
76,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999878,2.54988787,2.54630320,2.50371245,2.30088374
77,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999860,2.54987791,2.54613059,2.50278067,2.29935480
78,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999840,2.54986733,2.54595398,2.50184859,2.29783711
79,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999818,2.54985611,2.54577338,2.50091632,2.29633040
80,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999793,2.54984422,2.54558881,2.49998400,2.29483442
81,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999999,2.54999765,2.54983166,2.54540033,2.49905168,2.29334901
82,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999734,2.54981840,2.54520801,2.49811923,2.29187430
83,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999700,2.54980442,2.54501185,2.49718690,2.29040985
84,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999998,2.54999663,2.54978970,2.54481187,2.49625479,2.28895543
85,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54999622,2.54977421,2.54460810,2.49532299,2.28751085
86,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999997,2.54999577,2.54975795,2.54440058,2.49439159,2.28607590
87,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54999528,2.54974091,2.54418939,2.49346045,2.28465070
88,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999996,2.54999474,2.54972305,2.54397453,2.49252978,2.28323489
89,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999995,2.54999415,2.54970436,2.54375604,2.49159966,2.28182829
90,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999994,2.54999352,2.54968481,2.54353394,2.49067015,2.28043071
91,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999993,2.54999283,2.54966440,2.54330829,2.48974133,2.27904198
92,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999992,2.54999208,2.54964311,2.54307913,2.48881311,2.27766216
93,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999991,2.54999127,2.54962093,2.54284649,2.48788561,2.27629100
94,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999990,2.54999039,2.54959783,2.54261041,2.48695892,2.27492832
95,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999988,2.54998945,2.54957380,2.54237093,2.48603308,2.27357396
96,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999987,2.54998844,2.54954882,2.54212808,2.48510815,2.27222777
97,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999985,2.54998735,2.54952288,2.54188192,2.48418409,2.27088975
98,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999983,2.54998619,2.54949597,2.54163247,2.48326095,2.26955976
99,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999981,2.54998494,2.54946807,2.54137978,2.48233881,2.26823761
100,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999978,2.54998360,2.54943917,2.54112389,2.48141770,2.26692317
101,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999975,2.54998218,2.54940924,2.54086482,2.48049769,2.26561631
102,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999972,2.54998066,2.54937830,2.54060263,2.47957870,2.26431706
103,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999968,2.54997903,2.54934633,2.54033735,2.47866075,2.26302535
104,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999965,2.54997731,2.54931331,2.54006903,2.47774394,2.26174094
105,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999960,2.54997547,2.54927923,2.53979769,2.47682831,2.26046372
106,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.55000000,2.54999955,2.54997353,2.54924406,2.53952338,2.47591389,2.25919355
